House Code,House Heads Code,House Description,Declaration Number,Date Processed,Items Number,Number of Packages,Goods Description 1,Items Cif Ghc,Amount Paid Ghc,Country  Destination
,,,12007138581,5/23/2007 12:07PM,1,23,1X40' HC CONTAINER CONTG; GHANACEIBA PLYWOOD WBP GLUE,13600.45,0.00,GR
,,,12007140027,5/18/2007 01:55PM,1,2813,2813 SHEETS MIXED PLYWOOD,29968.62,0.00,NG
,,,12007142473,5/22/2007 10:55AM,1,18,1X40' CONTAINER CONTG: GHANACEIBA PLYWOOD MR GLUE,16219.03,0.00,BE
,,,12007145488,5/24/2007 11:03AM,1,2941,2941 SHEETS MIXED PLYWOOD,29366.61,0.00,NG
,,,12007146561,5/25/2007 12:20PM,1,18,1X40' HC CONTAINER CONTG; GHANACEIBA BLOCK BOARDS MR GLUE,15250.34,0.00,RO
,,,12007146647,5/25/2007 01:38PM,1,23,1X40' HC CONTAINER CONTG: GHANACEIBA PLYWOOD WBP GLUE,19998.74,0.00,GR
,,,12007147954,5/30/2007 12:01PM,1,23,1X40' CONTAINER CONTG; GHANACEIBA PLYWOOD MR GLUE,12647.30,0.00,GR
,,,12007149791,5/30/2007 11:05AM,1,5750,5750 SHEETS MIXED PLYWOOD,31669.47,0.00,NG
,,,12007151093,5/31/2007 08:25AM,1,18,1X40' HC CONTAINER CONTG; GHANACEIBA PLYWOOD WBP GLUE,17786.38,0.00,GB
,,,12007151913,5/31/2007 02:11PM,1,18,1X40' CONTAINER CONTG; GHANACEIBA PLYWOOD MR GLUE,15743.91,0.00,BE
,,,12007152521,6/1/2007 08:22AM,1,16,1X40 CONTAINER STC. 800 PCS.GHANA CHENCHEN B/C WBP,16049.90,0.00,AU
,,,12007152522,6/1/2007 08:22AM,1,16,"1X40 CONTAINER STC. 1,35O PCS.GHANA CHENCHEN BB/CC WBP",15788.16,0.00,AU
,,,12007154018,6/2/2007 02:40PM,1,3046,3046 SHEETS MIXED PLYWOOD,31639.66,0.00,NG
,,,12007154449,6/4/2007 10:42AM,1,2480,2480 SHEETS MIXED PLYWOOD,27086.71,0.00,NG
,,,12007155722,6/5/2007 11:27AM,1,18,1X40' HC CONTAINER CONTG; GHANACEIBA PLYWOOD WBP GLUE,17798.73,0.00,GB
,,,12007158163,6/7/2007 08:42AM,1,6,2X40' HC CONTAINERS CONTG; GHANACEIBA PLYWOOD MR GLUE,39162.68,0.00,GM
,,,12007158164,6/7/2007 08:42AM,1,2,1X40' HC CONTAINER CONTG; GHANACEIBA PLYWOOD MR GLUE,18839.41,0.00,GM
,,,12007158258,6/7/2007 10:01AM,1,23,1X40' HC CONTAINER CONTG; GHANACEIBA PLYWOOD WBP GLUE,19341.51,0.00,GR
,,,12007158263,6/7/2007 10:01AM,1,6,1X40' HC CONTAINER CONTG; GHANACEIBA PLYWOOD MR GLUE,17291.27,0.00,AO
,,,12007158358,6/7/2007 10:54AM,1,10065,10065 SHEET MIXED PLYWOOD,67953.20,0.00,NG
,,,12007161312,6/11/2007 10:06AM,1,2876,2876 SHEETS MIXED PLYWOOD,27730.49,0.00,NG
,,,12007164070,6/13/2007 11:10AM,1,5680,5680 SHEETS MIXED PLYWOOD,32527.67,0.00,NG
,,,12007164323,6/13/2007 12:47PM,1,18,1X40' HC CONTAINER CONTG; GHANACEIBA PLYWOOD WBP GLUE,17648.05,0.00,GB
,,,12007164744,6/13/2007 04:00PM,1,18,1X40' HC CONTAINER CONTG; GHANACEIBA PLYWOOD WBP GLUE,17648.05,0.00,GB
,,,12007166839,6/19/2007 02:32PM,1,23,1X40' HC CONTAINER CONTG; GHANACEIBA PLYWOOD WBP GLUE,15882.23,0.00,GR
,,,12007166926,6/15/2007 01:01PM,1,23,1X40' HC CONTAINER CONTG; GHANACEIBA BLOCK BOARDS MR GLUE,12815.45,0.00,LB
,,,12007167071,6/15/2007 02:01PM,1,18,1X40' HC CONTAINER CONTG; GHANACEIBA PLYWOOD WBP GLUE,17648.05,0.00,GB
,,,12007167673,6/16/2007 09:30AM,1,2665,2665 SHEETS MIXED PLYWOOD,26483.22,0.00,NG
,,,12007168126,6/17/2007 09:56AM,1,7500,7500 SHEETS MIXED PLYWOOD,39434.67,0.00,NG
,,,12007169807,6/19/2007 12:01PM,1,2464,2464 SHEETS MIXED PLYWOOD,30413.94,0.00,NG
,,,12007170229,6/19/2007 02:00PM,1,18,1X40' CONTAINER CONTG; GHANACEIBA PLYWOOD MR GLUE,16017.72,0.00,BE
,,,12007170230,6/19/2007 02:00PM,1,18,1X40' CONTAINER CONTG; GHANACEIBA PLYWOOD MR GLUE,16036.45,0.00,BE
,,,12007172655,6/21/2007 10:18AM,1,4150,4150 SHEETS MIXED PLYWOOD,30829.34,0.00,NG
,,,12007173450,6/21/2007 03:25PM,1,32,2X40 CONTAINERS STC. 1776 PCS.GHANA CHENCHEN PLYWOOD,31400.29,0.00,AU
,,,12007175928,6/25/2007 12:34PM,1,23,1X40' HC CONTAINER CONTG; GHANACEIBA PLYWOOD WBP/MR GLUE,17382.08,0.00,GR
,,,12007175929,6/25/2007 12:34PM,1,23,1X40' HC CONTAINER CONTG; GHANACEIBA BLOCK BOARDS MR GLUE,12814.20,0.00,LB
,,,12007175956,6/25/2007 12:35PM,1,23,1X40' CONTAINER CONTG; GHANACEIBA PLYWOOD,19937.27,0.00,GR
,,,12007178061,6/27/2007 09:31AM,1,2449,2449 SHEETS MIXED PLYWOOD,31253.39,0.00,NG
,,,12007178353,6/27/2007 11:36AM,1,46,2X40' HC CONTAINERS CONTG; GHANACEIBA PLYWOOD WBP GLUE,38443.82,0.00,GR
,,,12007179499,6/28/2007 10:02AM,1,16,1X40' CONTAINER CONTG; GHANACHENCHEN PLYWOOD WBP GLUE,15569.87,0.00,AU
,,,12007180183,6/28/2007 02:32PM,1,16,1X40' HC CONTAINER CONTG; GHANACHENCHEN PLYWOOD MR GLUE,15292.29,0.00,AU
,,,12007180184,6/28/2007 02:32PM,1,18,1X40' HC CONTAINER CONTG; GHANACEIBA VENEER CORE PLATFORMS MR GLUE,20113.69,0.00,US
,,,12007180612,6/28/2007 05:22PM,1,1640,1640 SHEETS MIXED PLYWOOD,25045.93,0.00,NG
,,,12007181090,6/29/2007 11:37AM,1,18,1X40' HC CONTAINER CONTG: GHANACHENCHEN PLYWOOD MR GLUE,16362.57,0.00,IT
,,,12007181091,6/29/2007 11:37AM,1,16,1X40' HC CONTAINER CONTG: GHANACHENCHEN PLYWOOD WBP GLUE,16111.07,0.00,AU
,,,12007181146,6/29/2007 12:02PM,1,16,1X40' CONTAINER CONTG; GHANACHENCHEN PLYWOOD WBP GLUE,16051.45,0.00,AU
,,,12007188011,9/14/2007 03:13PM,1,18,1X40' CONTAINER CONTG; GHANACEIBA PLYWOOD MR GLUE,11740.63,0.00,BE
,,,12007188040,8/22/2007 01:47PM,1,18,1X40' CONTAINER CONTG; GHANACEIBA PLYWOOD MR GLUE,11715.60,0.00,BE
,,,12007188365,8/22/2007 03:21PM,1,23,1X40' HC CONTAINER CONTG; GHANACEIBA PLYWOOD WBP GLUE,16020.74,0.00,AU
,,,12007188437,7/9/2007 09:29AM,1,18,1X40' HC CONTAINER CONTG; GHANACHENCHEN PLYWOOD MR GLUE,16359.93,0.00,IT
,,,12007191474,7/11/2007 10:09AM,1,16,1X40' HC CONTAINER CONTG; GHANACHENCHEN PLYWOOD WBP GLUE,16111.22,0.00,AU
,,,12007191585,7/11/2007 10:59AM,1,18,1X40' HC CONTAINER CONTG; GHANACEIBA VENEER CORE PLATFORMS MR GLUE,20113.88,0.00,US
,,,12007191586,7/11/2007 11:00AM,1,18,1X40' HC CONTAINER CONTG: GHANACEIBA VENEER CORE PLATFORMS MR GLUE,20113.88,0.00,US
,,,12007192895,7/12/2007 08:31AM,1,32,"2X40 CONTAINERS STC. 2,000 PCS.GHANA CHENCHEN PLYWOOD",32161.90,0.00,AU
,,,12007193453,8/22/2007 01:35PM,1,18,1X40' CONTAINER CONTG; GHANACEIBA PLYWOOD MR GLUE,11715.60,0.00,BE
,,,12007194135,7/12/2007 05:23PM,1,23,1X40' HC CONTAINER ONTG; GHANACEIBA BLOCK BOARDS MR GLUE,12815.58,0.00,LB
,,,12007194136,8/22/2007 01:47PM,1,23,1X40' HC CONTAINER CONTG; GHANACEIBA PLYWOOD MR/WBP GLUE,14972.53,0.00,GR
,,,12007194606,8/22/2007 12:33PM,1,46,2X40' HC CONTAINERS CONTG; GHANACEIBA PLYWOOD WBP GLUE,29013.84,0.00,GR
,,,12007194616,7/13/2007 10:33AM,1,16,1X40' HC CONTAINER CONTG; GHANACHENCHEN PLYWOOD WBP GLUE,16111.22,0.00,AU
,,,12007195150,7/13/2007 01:37PM,1,1122,1X40' CONTAINER CONTG: GHANA CEIBAPLYWOOD,16521.08,0.00,SL
,,,12007202989,7/21/2007 11:00AM,1,2620,2620 SHEETS MIXED PLYWOOD,24485.08,0.00,NG
,,,12007202992,7/21/2007 11:01AM,1,2712,2712 SHEETS MIXED PLYWOOD,27889.51,0.00,NG
,,,12007202993,7/21/2007 11:01AM,1,2688,2688 SHEETS MIXED PLYWOOD,26727.68,0.00,NG
,,,12007203324,7/22/2007 11:55AM,1,23,1X40' CONTAINER CONTG: GHANACEIBA PLYWOOD WBP GLUE,21155.38,0.00,GB
,,,12007203973,7/27/2007 02:35PM,1,23,1X40' HC CONTAINER CONTG; GHANACEIBA PLYWOOD WBP GLUE,14498.19,0.00,GR
,,,12007203974,7/27/2007 02:46PM,1,18,1X40' HC CONTAINER CONTG; GHANACEIBA VENEER CORE PLATFORM MR GLUE,20124.68,0.00,US
,,,12007204634,7/24/2007 11:13AM,1,4971,"4,971 PCS MIXED PLYWOOD",33176.40,0.00,NG
,,,12007206464,7/25/2007 02:05PM,1,16,"1X40 CONTAINER STC. 1,205 PCS.GHANA CHENCHEN PLYWOOD",15647.35,0.00,AU
,,,12007208830,7/27/2007 11:35AM,1,80,4X40' FT CONTRS STC CEIBA PLYWOOD,83722.21,0.00,BE
,,,12007210254,7/30/2007 09:36AM,1,2500,2500 SHEETS MIXED PLYWOOD,30606.88,0.00,TG
,,,12007211532,7/31/2007 10:44AM,1,5750,5750 SHEETS MIXED PLYWOOD,34272.79,0.00,NG
,,,12007212638,8/20/2007 09:33AM,1,18,1X40' CONTAINER CONTG: GHANACEIBA PLYWOOD,16176.53,0.00,DE
,,,12007212651,11/8/2007 10:24AM,1,23,1X40' HC CONTAINER CONTG; GHANACEIBA PLYWOOD,15186.28,0.00,GR
,,,12007213207,8/1/2007 11:20AM,1,16,"1X40 CONTAINER STC. GHANA CHENCHENPLYWOOD CONTG. 1,115 PCS.",15589.33,0.00,AU
,,,12007214842,8/2/2007 12:47PM,1,7000,7000 SHEETS MIXED PLYWOOD,30745.05,0.00,NG
,,,12007214895,8/2/2007 01:09PM,1,18,1X40' HC CONTAINER CONTG; GHANACEIBA PLYWOOD MR GLUE,27327.02,0.00,ES
,,,12007214896,9/14/2007 03:13PM,1,18,1X40' HC CONTAINER CONTG; GHANACEIBA PLYWOOD MR GLUE,20785.74,0.00,ES
,,,12007214974,8/2/2007 01:42PM,1,23,1X40' HC CONTAINER CONTG; GHANACEIBA PLYWOOD WBP GLUE,20968.82,0.00,GR
,,,12007214984,9/14/2007 03:13PM,1,23,1X40' HC CONTAINER CONTG; GHANACEIBA PLYWOOD WBP GLUE,14086.32,0.00,GR
,,,12007214991,8/2/2007 01:43PM,1,18,1X40' HC CONTAINER CONTG; GHANACEIBA PLYWOOD MR/WBP GLUE,17421.32,0.00,GR
,,,12007215129,8/20/2007 09:45AM,1,18,1X40' CONTAINER CONTG; GHANACEIBA PLYWOOD,11613.29,0.00,BE
,,,12007215132,8/2/2007 02:30PM,1,16,1X40' CONTAINER CONTG; GHANACHENCHEN PLYWOOD,15590.26,0.00,AU
,,,12007215270,11/8/2007 09:53AM,1,23,1X40' HC CONTAINER CONTG; GHANACEIBA PLYWOOD,13331.80,0.00,GR
,,,12007215525,8/2/2007 04:48PM,1,16,1X40' HC CONTAINER CONTG; GHANACHENCHEN PLYWOOD WBP GLUE,19162.86,0.00,AU
,,,12007215561,8/2/2007 05:12PM,1,16,1X40 CONTAINER STC. GHANACHENCHEN PLYWOOD CONTG.,19161.92,0.00,AU
,,,12007218624,8/20/2007 09:38AM,1,18,1X40' CONTAINER CONTG; GHANACEIBA PLYWOOD,11613.29,0.00,BE
,,,12007219820,11/8/2007 10:16AM,1,16,1X40' CONTAINER CONTG; GHANACHENCHEN PLYWOOD,23089.27,0.00,AU
,,,12007219825,11/8/2007 09:47AM,1,16,1X40' HC CONTAINER CONTG: GHANACHENCHEN PLYWOOD,19632.44,0.00,AU
,,,12007223279,8/9/2007 03:03PM,1,16,"1X40 CONTAINER STC.1,070 PCS GHANACHENCHEN PLYWOOD",15482.16,0.00,AU
,,,12007223291,8/9/2007 03:03PM,1,16,1X40 CONTAINER STC.975 PCS. GHANACHENCHEN/CELTIS PLYWOOD,15701.84,0.00,AU
,,,12007224165,8/10/2007 11:15AM,1,4300,4300 SHEETS  MIXED PLYWOOD,34919.45,0.00,NG
,,,12007225646,8/20/2007 02:30PM,1,23,1X40' HC CONTAINER CONTG; GHANACEIBA PLYWOOD MR GLUE,31582.81,0.00,ES
,,,12007225647,8/11/2007 12:43PM,1,23,1X40' HC CONTAINER CONTG; GHANACEIBA PLYWOOD WBP GLUE,19858.60,0.00,GR
,,,12007225651,8/11/2007 12:43PM,1,46,2X40' HC CONTAINERS CONTG: GHANACEIBA BLOCK BOARDS MR GLUE,31705.61,0.00,LB
,,,12007228488,8/14/2007 04:34PM,1,2323,2323 SHEETS MIXED PLYWOOD,28918.28,0.00,NG
,,,12007228805,8/14/2007 06:04PM,1,16,"1X40 CONTAINER STC. 2,050 PCS.GHANA CHENCHEN PLYWOOD",20882.57,0.00,AU
,,,12007232667,8/17/2007 10:06AM,1,4000,4000 SHEETS MIXED PLYWOOD,36510.50,0.00,NG
,,,12007232671,8/17/2007 10:06AM,1,2550,2550 SHEETS MIXED PLYWOOD,32029.33,0.00,NG
,,,12007233282,8/31/2007 12:27PM,1,18,1X40' CONTAINER CONTG; GHANACEIBA PLYWOOD MR GLUE,16038.61,0.00,BE
,,,12007234510,8/22/2007 01:47PM,1,23,1X40' HC CONTAINER CONTG; GHANACEIBA PLYWOOD WBP GLUE,20226.41,0.00,GR
,,,12007234517,8/19/2007 02:15PM,1,16,1X40' HC CONTAINER CONTG; GHANACELTIS/CHENCHEN PLYWOOD WBP GLUE,17670.67,0.00,AU
,,,12007239044,8/23/2007 11:00AM,1,7000,7000 SHEETS MIXED PLYWOOD,30791.11,0.00,NG
,,,12007240981,8/31/2007 12:37PM,1,18,1X40' HC CONTAINER CONTG; GHANACEIBA PLYWOOD MR GLUE,11736.82,0.00,BE
,,,12007242338,11/28/2007 04:28PM,1,18,1X40' HC CONTAINER CONTG; GHANACEIBA PLYWOOD,15361.62,0.00,ES
,,,12007242450,8/27/2007 09:15AM,1,3284,"3284 SHEETS GHANA  MWW,MRW-OFRAM,BB/CC KILN DRIED PLAYWOOD",29599.52,0.00,NG
,,,12007242451,8/27/2007 09:15AM,1,3288,"3288 SHEETS GHANA MIXED RED WOOD,OFRAM BB/CC KILN PLYWOOD",30664.01,0.00,NG
,,,12007243283,10/17/2007 02:27PM,1,23,1X40' HC CONTAINER CONTG; GHANACEIBA PLYWOOD MR GLUE,32680.63,0.00,ES
,,,12007246283,11/8/2007 09:47AM,1,23,1X40' HC CONTAINER CONTG; GHANACEIBA PLYWOOD,14533.33,0.00,GR
,,,12007247553,8/30/2007 02:10PM,1,16,"1X40 CONTAINER STC. 1,000 PCS.GHANA CHENCHEN PLYWOOD",16993.02,0.00,AU
,,,12007247779,8/30/2007 03:49PM,1,18,1X40' CONTAINER CONTG; GHANACEIBA PLYWOOD MR GLUE,16038.61,0.00,BE
,,,12007247795,8/30/2007 03:50PM,1,18,1X40' CONTAINER CONTG; GHANACEIBA PLYWOOD MR GLUE,15730.32,0.00,BE
,,,12007247882,8/30/2007 04:19PM,1,2974,2X40' HC CONTAINERS CONTG; GHANACEIBA PLYWOOD MR GLUE,33633.14,0.00,GM
,,,12007247883,8/30/2007 04:19PM,1,18,1X40' HC CONTAINER CONTG; GHANACEIBA PLYWOOD MR GLUE,17065.81,0.00,BE
,,,12007247990,8/30/2007 05:27PM,1,18,1X40' CONTAINER CONTG; GHANACEIBA PLYWOOD  MR GLUE,15730.32,0.00,BE
,,,12007248388,8/31/2007 10:54AM,1,2492,"2492 SHEETS GHANA MIXED REDWOOD,CHENCHEN,CEIBAKILN DRIED PLYWOOD.",28932.60,0.00,NG
,,,12007253719,11/28/2007 02:54PM,1,18,1X40' CONTAINER CONTG; GHANACEIBA PLYWOOD,12020.49,0.00,BE
,,,12007254224,9/6/2007 09:12AM,1,7025,7025 SHEETS CEIBA PLYWOOD,35781.63,0.00,NG
,,,12007255753,11/21/2007 12:05PM,1,18,1X40' HC CONTAINER CONTG; GHANACEIBA PLATFORMS MR GLUE,29606.59,0.00,US
,,,12007255789,10/31/2007 02:07PM,1,18,1X40' CONTAINER CONTG; GHANACEIBA PLYWOOD,11501.42,0.00,BE
,,,12007256289,9/7/2007 01:10PM,1,3717,1X40' HC CONTAINER CONTG; GHANACEIBA PLYWOOD MR GLUE,19896.19,0.00,GM
,,,12007256332,9/7/2007 01:38PM,1,2815,2815 SHEETS MIXED PLYWOOD,32169.87,0.00,NG
,,,12007257241,9/8/2007 11:43AM,1,3252,3252 SHEETS MIXED PLYWOOD,37301.03,0.00,NG
,,,12007257766,9/10/2007 10:03AM,1,2916,2916 SHEETS MIXED PLYWOOD,28580.16,0.00,NG
,,,12007257767,9/10/2007 10:03AM,1,2402,2402 SHEETS MIXED PLYWOOD,25190.79,0.00,NG
,,,12007259766,9/11/2007 01:45PM,1,2800,2800 SHEETS MIXED PLYWOOD,31719.78,0.00,NG
,,,12007261092,9/18/2007 03:36PM,1,18,1X40' CONTAINER CONTG; GHANACEIBA PLYWOO MR GLUE,22003.65,0.00,ES
,,,12007264502,9/14/2007 12:45PM,1,4368,4368 SHEET MIXED PLYWOOD,35044.63,0.00,NG
,,,12007265236,9/18/2007 03:36PM,1,18,1X40' HC CONTAINER CONTG; GHANACEIBA PLATFORMS MR GLUE,19744.01,0.00,US
,,,12007265238,9/19/2007 10:05AM,1,18,1X40' HC CONTAINER CONTG; GHANACHENCHEN PLYWOOD MR GLUE,17248.80,0.00,IT
,,,12007265303,9/19/2007 10:05AM,1,23,1X40' HC CONTAINER CONTG: GHANACEIBA PLYWOOD MR/WBP GLUE,13264.76,0.00,CY
,,,12007266332,9/17/2007 10:50AM,1,16,"1X40 CONTAINER STC. 1,192 PCS.GHANA CHENCHEN PLYWOOD",17307.07,0.00,AU
,,,12007267717,9/18/2007 11:38AM,1,23,"1X40 CONTAINER STC. 1,030 PCSGHANA CEIBA PLYWOOD",21018.27,0.00,GR
,,,12007270832,9/27/2007 12:05PM,1,23,1X40' HC CONTAINER CONTG; GHANACEIBA PLYWOOD MR GLUE,13594.89,0.00,GR
,,,12007270833,9/27/2007 12:04PM,1,23,1X40' HC CONTAINER CONTG; GHANACEIBA PLYWOOD WBP GLUE,14322.33,0.00,GR
,,,12007273835,9/24/2007 09:32AM,1,2549,2549 SHEETS MIXED PLYWOOD,32410.13,0.00,NG
,,,12007277523,9/26/2007 01:55PM,1,16,"1X40 CONTAINER STC. 1,245 PCSGHANA OTIE PLYWOOD",25137.67,0.00,AU
,,,12007277527,9/26/2007 01:55PM,1,1,1X40 (PART-LOAD) CONTAINER STC.GHANA CEIBA PLYWOOD,951.55,0.00,GR
,,,12007278509,9/27/2007 10:19AM,1,16,"1X40 CONTAINER STC. 1,050 PCSGHANA AKO/OTIE PLYWOOD",19500.26,0.00,AU
,,,12007278515,11/13/2007 04:06PM,1,23,1X40' HC CONTAINER CONTG; GHANACEIBA PLYWOOD WBP GLUE,15766.78,0.00,GR
,,,12007285617,10/3/2007 11:35AM,1,18,1X40' HC CONTAINER CONTG: GHANACEIBA BLOCK BOARDS MR GLUE,15839.39,0.00,RO
,,,12007285635,10/3/2007 11:35AM,1,1402,1X40' CONTAINER CONTG; GHANACEIBA PLYWOOD,18525.99,0.00,SL
,,,12007285638,11/22/2007 12:03PM,1,23,1X40' HC CONTAINER CONTG; GHANACEIBA PLYWOOD,15102.86,0.00,GR
,,,12007289994,10/6/2007 11:09AM,1,16,"1X40 CONTAINER STC. 1,033 PCSGHANA AKO/OTIE PLYWOOD",20078.17,0.00,AU
,,,12007292487,10/9/2007 01:18PM,1,2766,2766 SHEETS MIXED PLYWOOD,33452.21,0.00,NG
,,,12007293203,10/9/2007 04:47PM,1,2376,2376 MIXED PLYWOOD,28813.38,0.00,NG
,,,12007293204,10/9/2007 04:47PM,1,2618,2618 SHEETS MIXED PLYWOOD,28759.23,0.00,NG
,,,12007294449,10/10/2007 02:35PM,1,16,"1X40 CONTAINER STC. 2,000 PCSGHANA CEIBA PLYWOOD",32463.29,0.00,AU
,,,12007294981,11/13/2007 03:21PM,1,5176,2X40' HC CONTAINERS CONTG; GHANACEIBA PLYWOOD,42237.59,0.00,GM
,,,12007295030,11/28/2007 04:28PM,1,23,1X40' CONTAINER CONTG; GHANACEIBA PLYWOOD,15295.82,0.00,GR
,,,12007298573,11/28/2007 03:09PM,1,16,1X40' HC CONTAINER CONTG; GHANAOTIE PLYWOOD,25779.77,0.00,AU
,,,12007298922,10/16/2007 02:49PM,1,12264,12264 SHEETS MIXED PLYWOOD,81130.05,0.00,NG
,,,12007298959,11/13/2007 03:21PM,1,23,1X40' HC CONTAINER CONTG; GHANACEIBA PLYWOOD,13112.12,0.00,GR
,,,12007299030,10/16/2007 02:53PM,1,3300,3300 SHEETS MIXED PLYWOOD,34478.08,0.00,NG
,,,12007301167,10/18/2007 08:52AM,1,16,"1X40 CONTAINER STC. 1,260 PCS GHANACHENCHEN PLYWOOD",18501.66,0.00,AU
,,,12007301446,10/31/2007 02:07PM,1,23,1X40' HC CONTAINER CONTG; GHANACEIBA BLOCK BOARDS,12402.95,0.00,RO
,,,12007303063,11/28/2007 02:39PM,1,23,1X40' CONTAINER CONTG; GHANACEIBA PLYWOOD,13914.09,0.00,GR
,,,12007303457,10/26/2007 10:26AM,1,2270,1X40' HC CONTAINER CONTG; GHANACEIBA PLYWOOD,19989.31,0.00,GM
,,,12007304335,11/28/2007 02:54PM,1,16,1X40' HC CONTAINER CONTG; GHANAAKO PLYWOOD,18830.46,0.00,AU
,,,12007304729,10/21/2007 10:22AM,1,2679,2679 SHEETS MIXED PLYWOOD,33628.82,0.00,NG
,,,12007304932,10/22/2007 09:56AM,1,16,"1X40 CONTAINER STC. 2,000 PCS.GHANA CEIBA PLYWOOD BENDING",32480.44,0.00,AU
,,,12007307082,10/23/2007 02:39PM,1,1879,1879 SHEETS MIXED PLYWOOD,26654.89,0.00,NG
,,,12007311407,10/26/2007 01:49PM,1,8,1X20' CONTAINER CONTG; GHANACEIBA PLYWOOD,10016.90,0.00,DE
,,,12007314404,12/12/2007 04:09PM,1,23,1X40' CONTAINER CONTG; GHANACEIBA PLYWOOD,22642.34,0.00,BE
,,,12007316942,10/31/2007 03:21PM,1,1682,1X40' CONTAINER CONTG: GHANACEBA PLYWOOD,19298.47,0.00,SL
,,,12007318560,11/1/2007 04:24PM,1,16,1X40 CONTAINER STC. GHANAAKO PLYWOOD (1200PCS),18564.84,0.00,AU
,,,12007318561,12/12/2007 03:47PM,1,23,1X40' HC CONTAINER CONTG;GHANA CEIBA PLYWOOD,15231.40,0.00,GR
,,,12007320591,11/4/2007 08:56AM,1,2408,2408 SHEETS MIXED PLYWOOD,25645.20,0.00,NG
,,,12007322933,12/12/2007 04:31PM,1,23,1X40' CONTAINER CONTG; GHANACEIBA PLYWOOD,22107.65,0.00,ES
,,,12007323045,11/6/2007 02:14PM,1,16,"1X40 CONTAINER STC. 1,200 PCSGHANA AKO PLYWOOD",17810.51,0.00,AU
,,,12007323489,11/6/2007 05:18PM,1,23,1X40' HC CONTAINER CONTG; GHANACEIBA PLYWOOD,22318.38,0.00,GR
,,,12007323491,11/6/2007 05:18PM,1,2049,1X40' HC CONTAINER CONTG; GHANACEIBA PLYWOOD,19412.24,0.00,GM
,,,12007323959,11/7/2007 10:34AM,1,2288,2288 SHEETS OF MIXED PLYWOOD,28345.93,0.00,NG
,,,12007323978,11/7/2007 10:34AM,1,2779,2779 SHEETS MIXED PLYWOOD,34825.43,0.00,NG
,,,12007327106,11/9/2007 10:41AM,1,16,1X40' HC CONTAINER CONTG; GHANAAKO PLYWOOD,17810.51,0.00,AU
,,,12007327111,11/9/2007 10:41AM,1,23,1X40' HC CONTAINER CONTG; GHANACEIBA PLYWOOD,21404.94,0.00,GR
,,,12007327530,11/9/2007 01:05PM,1,2050,1X40' HC CONTAINER CONTG; GHANACEIBA PLYWOOD,19412.24,0.00,GM
,,,12007327536,11/9/2007 01:05PM,1,23,1X40' HC CONTAINER CONTG; GHANACEIBA PLYWOOD,22462.32,0.00,GR
,,,12007328943,11/12/2007 08:22AM,1,5400,5400 SHEETS MIXED PLYWOOD,42142.83,0.00,NG
,,,12007330136,11/13/2007 08:55AM,1,16,"1X40 CONTAINER STC. 1,200 PCS.GHANA AKO PLYWOOD",18669.92,0.00,AU
,,,12007333743,11/15/2007 11:00AM,1,4550,4550 SHEETS MIXED PLYWOOD,40524.10,0.00,NG
,,,12007333758,11/15/2007 11:18AM,1,3185,1X40' HC CONTAINER CONTG; GHANACEIBA PLYWOOD,22904.72,0.00,GM
,,,12007334662,11/21/2007 11:28AM,1,18,1X40' HC CONTAINER CONTG; GHANACHENCHEN PLYWOOD,25864.97,0.00,IT
,,,12007340346,11/21/2007 10:19AM,1,2720,2720 SHEETS MIXED PLYWOOD,34470.87,0.00,NG
,,,12007341746,11/22/2007 08:42AM,1,7250,7250 SHEETS CEIBA PLYWOOD,37721.03,0.00,NG
,,,12007341920,11/22/2007 10:06AM,1,23,1X40 CONTAINER STC. 1128 PCS.GHANA CEIBA PLYWOOD,27047.65,0.00,GR
,,,12007346181,11/26/2007 02:35PM,1,16,"1X40 CONTAINER STC. 1,000PCS GHANA AKO PLYWOOD",17490.42,0.00,AU
,,,12007349863,11/30/2007 10:37AM,1,2966,2X40 CONTAINERS STC. GHANA CEIBAPLYWOOD,42165.11,0.00,AO
,,,12007350769,12/6/2007 10:58AM,1,23,1X40' HC CONTAINER CONTG; GHANACEIBA PLYWOOD,15011.56,0.00,GR
,,,12007355753,12/6/2007 10:46AM,1,23,1X40' HC CONTAINER CONTG; GHANACEIBA PLYWOOD,15397.14,0.00,GR
,,,12007358176,12/5/2007 02:28PM,1,4198,4198 SHEETS MIXED PLYWOOD,37605.62,0.00,NG
,,,12007358943,12/5/2007 03:28PM,1,16,1X40 CONTAINER STC 592 PCS.GHANA AKO PLYWOOD,18026.46,0.00,AU
,,,12007359769,12/6/2007 10:01AM,1,2168,2168 SHEETS MIXED PLYWOOD,27453.08,0.00,NG
,,,12007359777,12/6/2007 10:01AM,1,2772,2772 SHEETS MIXED PLYWOOD,28743.13,0.00,NG
,,,12007360651,12/20/2007 02:49PM,1,23,1X40' HC CONTAINER CONTG; GHANACEIBA PLYWOOD,13153.57,0.00,GR
,,,12007360658,12/17/2007 11:17AM,1,23,1X40' HC CONTAINER CONTG: GHANACEIBA PLYWOOD,16573.46,0.00,GR
,,,12007360660,12/17/2007 11:44AM,1,16,1X40' HC CONTAINER CONTG; GHANAAKO PLYWOOD,18052.35,0.00,AU
,,,12007365453,12/11/2007 11:13AM,1,2363,2363 SHEETS MIXED PLYWOOD,35274.82,0.00,NG
